series,make,model,body_class,size,model_years,collision,property_damage,comprehensive,pip,med_pay,bodily_injury,locator,url
BMW 4 series convertible 4WD,BMW,4 series convertible 4WD,Luxury cars,Midsize,2022-24,95,55,109,63,,,web table: Model years '2022-24' > class 'Luxury cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=3 (raw/api_2022-2024/class3_size3.json) row 'BMW 4 series convertible 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW i4 electric 4dr,BMW,i4 electric 4dr,Luxury cars,Midsize,2022-24,163,122,103,84,108,106,web table: Model years '2022-24' > class 'Luxury cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=3 (raw/api_2022-2024/class3_size3.json) row 'BMW i4 electric 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW i4 electric 4dr 4WD,BMW,i4 electric 4dr 4WD,Luxury cars,Midsize,2022-24,191,109,128,73,,,web table: Model years '2022-24' > class 'Luxury cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=3 (raw/api_2022-2024/class3_size3.json) row 'BMW i4 electric 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW M2 2dr,BMW,M2 2dr,Luxury cars,Midsize,2022-24,248,75,154,,,,web table: Model years '2022-24' > class 'Luxury cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=3 (raw/api_2022-2024/class3_size3.json) row 'BMW M2 2dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW M235xi 4dr 4WD,BMW,M235xi 4dr 4WD,Luxury cars,Midsize,2022-24,153,,110,,,,web table: Model years '2022-24' > class 'Luxury cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=3 (raw/api_2022-2024/class3_size3.json) row 'BMW M235xi 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW M240i 2dr,BMW,M240i 2dr,Luxury cars,Midsize,2022-24,188,,186,,,,web table: Model years '2022-24' > class 'Luxury cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=3 (raw/api_2022-2024/class3_size3.json) row 'BMW M240i 2dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW M240xi 2dr 4WD,BMW,M240xi 2dr 4WD,Luxury cars,Midsize,2022-24,155,80,117,,,,web table: Model years '2022-24' > class 'Luxury cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=3 (raw/api_2022-2024/class3_size3.json) row 'BMW M240xi 2dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW M3 4dr,BMW,M3 4dr,Luxury cars,Midsize,2022-24,355,107,246,,,,web table: Model years '2022-24' > class 'Luxury cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=3 (raw/api_2022-2024/class3_size3.json) row 'BMW M3 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW M3 4dr 4WD,BMW,M3 4dr 4WD,Luxury cars,Midsize,2022-24,583,150,297,131,,,web table: Model years '2022-24' > class 'Luxury cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=3 (raw/api_2022-2024/class3_size3.json) row 'BMW M3 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW M340i 4dr,BMW,M340i 4dr,Luxury cars,Midsize,2022-24,238,118,164,,,,web table: Model years '2022-24' > class 'Luxury cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=3 (raw/api_2022-2024/class3_size3.json) row 'BMW M340i 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW M340xi 4dr 4WD,BMW,M340xi 4dr 4WD,Luxury cars,Midsize,2022-24,221,101,164,104,,,web table: Model years '2022-24' > class 'Luxury cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=3 (raw/api_2022-2024/class3_size3.json) row 'BMW M340xi 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW M4 2dr,BMW,M4 2dr,Luxury cars,Midsize,2022-24,310,,284,,,,web table: Model years '2022-24' > class 'Luxury cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=3 (raw/api_2022-2024/class3_size3.json) row 'BMW M4 2dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW M4 2dr 4WD,BMW,M4 2dr 4WD,Luxury cars,Midsize,2022-24,549,180,278,,,,web table: Model years '2022-24' > class 'Luxury cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=3 (raw/api_2022-2024/class3_size3.json) row 'BMW M4 2dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW M4 convertible 4WD,BMW,M4 convertible 4WD,Luxury cars,Midsize,2022-24,309,100,210,,,,web table: Model years '2022-24' > class 'Luxury cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=3 (raw/api_2022-2024/class3_size3.json) row 'BMW M4 convertible 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW M440i 2dr,BMW,M440i 2dr,Luxury cars,Midsize,2022-24,192,113,,,,,web table: Model years '2022-24' > class 'Luxury cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=3 (raw/api_2022-2024/class3_size3.json) row 'BMW M440i 2dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW M440i 4dr,BMW,M440i 4dr,Luxury cars,Midsize,2022-24,177,,,,,,web table: Model years '2022-24' > class 'Luxury cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=3 (raw/api_2022-2024/class3_size3.json) row 'BMW M440i 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW M440i convertible,BMW,M440i convertible,Luxury cars,Midsize,2022-24,143,79,222,,,,web table: Model years '2022-24' > class 'Luxury cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=3 (raw/api_2022-2024/class3_size3.json) row 'BMW M440i convertible',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW M440xi 2dr 4WD,BMW,M440xi 2dr 4WD,Luxury cars,Midsize,2022-24,187,103,174,,,,web table: Model years '2022-24' > class 'Luxury cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=3 (raw/api_2022-2024/class3_size3.json) row 'BMW M440xi 2dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW M440xi 4dr 4WD,BMW,M440xi 4dr 4WD,Luxury cars,Midsize,2022-24,181,87,184,,,,web table: Model years '2022-24' > class 'Luxury cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=3 (raw/api_2022-2024/class3_size3.json) row 'BMW M440xi 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW M440xi convertible 4WD,BMW,M440xi convertible 4WD,Luxury cars,Midsize,2022-24,119,56,146,,,,web table: Model years '2022-24' > class 'Luxury cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=3 (raw/api_2022-2024/class3_size3.json) row 'BMW M440xi convertible 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Lexus ES 250 4dr 4WD,Lexus,ES 250 4dr 4WD,Luxury cars,Midsize,2022-24,124,88,124,,,,web table: Model years '2022-24' > class 'Luxury cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=3 (raw/api_2022-2024/class3_size3.json) row 'Lexus ES 250 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Lexus ES 300h hybrid 4dr,Lexus,ES 300h hybrid 4dr,Luxury cars,Midsize,2022-24,174,127,140,98,248,148,web table: Model years '2022-24' > class 'Luxury cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=3 (raw/api_2022-2024/class3_size3.json) row 'Lexus ES 300h hybrid 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Lexus ES 350 4dr,Lexus,ES 350 4dr,Luxury cars,Midsize,2022-24,121,78,108,100,129,92,web table: Model years '2022-24' > class 'Luxury cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=3 (raw/api_2022-2024/class3_size3.json) row 'Lexus ES 350 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Mercedes-Benz C class 4dr,Mercedes-Benz,C class 4dr,Luxury cars,Midsize,2022-24,161,109,160,141,152,115,web table: Model years '2022-24' > class 'Luxury cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=3 (raw/api_2022-2024/class3_size3.json) row 'Mercedes-Benz C class 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Mercedes-Benz C class 4dr 4WD,Mercedes-Benz,C class 4dr 4WD,Luxury cars,Midsize,2022-24,172,98,160,138,128,95,web table: Model years '2022-24' > class 'Luxury cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=3 (raw/api_2022-2024/class3_size3.json) row 'Mercedes-Benz C class 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Mercedes-Benz CLA class AMG 4dr 4WD,Mercedes-Benz,CLA class AMG 4dr 4WD,Luxury cars,Midsize,2022-24,234,110,233,,,,web table: Model years '2022-24' > class 'Luxury cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=3 (raw/api_2022-2024/class3_size3.json) row 'Mercedes-Benz CLA class AMG 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Tesla Model 3 electric 4dr,Tesla,Model 3 electric 4dr,Luxury cars,Midsize,2022-24,133,98,87,113,123,91,web table: Model years '2022-24' > class 'Luxury cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=3 (raw/api_2022-2024/class3_size3.json) row 'Tesla Model 3 electric 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Tesla Model 3 electric 4dr 4WD,Tesla,Model 3 electric 4dr 4WD,Luxury cars,Midsize,2022-24,149,94,104,94,97,85,web table: Model years '2022-24' > class 'Luxury cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=3 (raw/api_2022-2024/class3_size3.json) row 'Tesla Model 3 electric 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW 5 series 4dr,BMW,5 series 4dr,Luxury cars,Large,2022-24,132,50,105,,,,web table: Model years '2022-24' > class 'Luxury cars' > size 'Large'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=4 (raw/api_2022-2024/class3_size4.json) row 'BMW 5 series 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW 5 series 4dr 4WD,BMW,5 series 4dr 4WD,Luxury cars,Large,2022-24,127,,,,,,web table: Model years '2022-24' > class 'Luxury cars' > size 'Large'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=4 (raw/api_2022-2024/class3_size4.json) row 'BMW 5 series 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW i5 electric 4dr,BMW,i5 electric 4dr,Luxury cars,Large,2022-24,212,,,,,,web table: Model years '2022-24' > class 'Luxury cars' > size 'Large'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=4 (raw/api_2022-2024/class3_size4.json) row 'BMW i5 electric 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW i5 electric 4dr 4WD,BMW,i5 electric 4dr 4WD,Luxury cars,Large,2022-24,191,,150,,,,web table: Model years '2022-24' > class 'Luxury cars' > size 'Large'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=4 (raw/api_2022-2024/class3_size4.json) row 'BMW i5 electric 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW M8 2dr 4WD,BMW,M8 2dr 4WD,Luxury cars,Large,2022-24,443,,448,,,,web table: Model years '2022-24' > class 'Luxury cars' > size 'Large'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=4 (raw/api_2022-2024/class3_size4.json) row 'BMW M8 2dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW M8 4dr 4WD,BMW,M8 4dr 4WD,Luxury cars,Large,2022-24,530,131,428,,,,web table: Model years '2022-24' > class 'Luxury cars' > size 'Large'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=4 (raw/api_2022-2024/class3_size4.json) row 'BMW M8 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW M8 convertible 4WD,BMW,M8 convertible 4WD,Luxury cars,Large,2022-24,369,115,411,,,,web table: Model years '2022-24' > class 'Luxury cars' > size 'Large'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=4 (raw/api_2022-2024/class3_size4.json) row 'BMW M8 convertible 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW M850xi 2dr 4WD,BMW,M850xi 2dr 4WD,Luxury cars,Large,2022-24,240,,350,,,,web table: Model years '2022-24' > class 'Luxury cars' > size 'Large'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=4 (raw/api_2022-2024/class3_size4.json) row 'BMW M850xi 2dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW M850xi 4dr 4WD,BMW,M850xi 4dr 4WD,Luxury cars,Large,2022-24,321,130,319,,,,web table: Model years '2022-24' > class 'Luxury cars' > size 'Large'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=4 (raw/api_2022-2024/class3_size4.json) row 'BMW M850xi 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW M850xi convertible 4WD,BMW,M850xi convertible 4WD,Luxury cars,Large,2022-24,197,51,259,,,,web table: Model years '2022-24' > class 'Luxury cars' > size 'Large'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=4 (raw/api_2022-2024/class3_size4.json) row 'BMW M850xi convertible 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Tesla Model S 4dr electric 4WD,Tesla,Model S 4dr electric 4WD,Luxury cars,Large,2022-24,216,92,152,62,81,75,web table: Model years '2022-24' > class 'Luxury cars' > size 'Large'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=3 VehicleSizeId=4 (raw/api_2022-2024/class3_size4.json) row 'Tesla Model S 4dr electric 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Porsche Boxster convertible,Porsche,Boxster convertible,Sports cars,Small,2022-24,132,65,,,,,web table: Model years '2022-24' > class 'Sports cars' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=4 VehicleSizeId=2 (raw/api_2022-2024/class4_size2.json) row 'Porsche Boxster convertible',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Porsche Cayman 2dr,Porsche,Cayman 2dr,Sports cars,Small,2022-24,147,27,,,,,web table: Model years '2022-24' > class 'Sports cars' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=4 VehicleSizeId=2 (raw/api_2022-2024/class4_size2.json) row 'Porsche Cayman 2dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Chevrolet Corvette 2dr,Chevrolet,Corvette 2dr,Sports cars,Midsize,2022-24,127,47,98,55,57,60,web table: Model years '2022-24' > class 'Sports cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=4 VehicleSizeId=3 (raw/api_2022-2024/class4_size3.json) row 'Chevrolet Corvette 2dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Chevrolet Corvette convertible,Chevrolet,Corvette convertible,Sports cars,Midsize,2022-24,111,43,90,53,42,46,web table: Model years '2022-24' > class 'Sports cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=4 VehicleSizeId=3 (raw/api_2022-2024/class4_size3.json) row 'Chevrolet Corvette convertible',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Ford Mustang 2dr,Ford,Mustang 2dr,Sports cars,Midsize,2022-24,150,118,102,,,,web table: Model years '2022-24' > class 'Sports cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=4 VehicleSizeId=3 (raw/api_2022-2024/class4_size3.json) row 'Ford Mustang 2dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Ford Mustang convertible,Ford,Mustang convertible,Sports cars,Midsize,2022-24,96,,,,,,web table: Model years '2022-24' > class 'Sports cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=4 VehicleSizeId=3 (raw/api_2022-2024/class4_size3.json) row 'Ford Mustang convertible',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Mercedes-Benz AMG SL class convertible,Mercedes-Benz,AMG SL class convertible,Sports cars,Midsize,2022-24,210,64,292,,,,web table: Model years '2022-24' > class 'Sports cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=4 VehicleSizeId=3 (raw/api_2022-2024/class4_size3.json) row 'Mercedes-Benz AMG SL class convertible',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Porsche 911 Carrera 2dr,Porsche,911 Carrera 2dr,Sports cars,Midsize,2022-24,198,23,165,30,,,web table: Model years '2022-24' > class 'Sports cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=4 VehicleSizeId=3 (raw/api_2022-2024/class4_size3.json) row 'Porsche 911 Carrera 2dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Porsche 911 Carrera convertible,Porsche,911 Carrera convertible,Sports cars,Midsize,2022-24,173,42,159,,,,web table: Model years '2022-24' > class 'Sports cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=4 VehicleSizeId=3 (raw/api_2022-2024/class4_size3.json) row 'Porsche 911 Carrera convertible',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Porsche 911 Targa 2dr 4WD,Porsche,911 Targa 2dr 4WD,Sports cars,Midsize,2022-24,131,26,,,,,web table: Model years '2022-24' > class 'Sports cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=4 VehicleSizeId=3 (raw/api_2022-2024/class4_size3.json) row 'Porsche 911 Targa 2dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Porsche 911 Turbo 2dr 4WD,Porsche,911 Turbo 2dr 4WD,Sports cars,Midsize,2022-24,230,34,290,,,,web table: Model years '2022-24' > class 'Sports cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=4 VehicleSizeId=3 (raw/api_2022-2024/class4_size3.json) row 'Porsche 911 Turbo 2dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Porsche 911 Turbo convertible 4WD,Porsche,911 Turbo convertible 4WD,Sports cars,Midsize,2022-24,252,,,,,,web table: Model years '2022-24' > class 'Sports cars' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=4 VehicleSizeId=3 (raw/api_2022-2024/class4_size3.json) row 'Porsche 911 Turbo convertible 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Chevrolet Camaro 2dr,Chevrolet,Camaro 2dr,Sports cars,Large,2022-24,158,133,227,136,154,169,web table: Model years '2022-24' > class 'Sports cars' > size 'Large'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=4 VehicleSizeId=4 (raw/api_2022-2024/class4_size4.json) row 'Chevrolet Camaro 2dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Chevrolet Camaro convertible,Chevrolet,Camaro convertible,Sports cars,Large,2022-24,124,107,181,105,,,web table: Model years '2022-24' > class 'Sports cars' > size 'Large'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=4 VehicleSizeId=4 (raw/api_2022-2024/class4_size4.json) row 'Chevrolet Camaro convertible',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Porsche Taycan electric 4dr 4WD,Porsche,Taycan electric 4dr 4WD,Sports cars,Large,2022-24,236,83,212,54,,73,web table: Model years '2022-24' > class 'Sports cars' > size 'Large'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=4 VehicleSizeId=4 (raw/api_2022-2024/class4_size4.json) row 'Porsche Taycan electric 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Porsche Taycan electric station wagon,Porsche,Taycan electric station wagon,Sports cars,Large,2022-24,226,34,173,,,,web table: Model years '2022-24' > class 'Sports cars' > size 'Large'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=4 VehicleSizeId=4 (raw/api_2022-2024/class4_size4.json) row 'Porsche Taycan electric station wagon',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
