series,make,model,body_class,size,model_years,collision,property_damage,comprehensive,pip,med_pay,bodily_injury,locator,url
Kia EV6 electric 4dr 4WD,Kia,EV6 electric 4dr 4WD,SUVs,Small,2022-24,131,93,103,97,88,93,web table: Model years '2022-24' > class 'SUVs' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=2 (raw/api_2022-2024/class8_size2.json) row 'Kia EV6 electric 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Kia Seltos 4dr,Kia,Seltos 4dr,SUVs,Small,2022-24,84,110,72,141,156,134,web table: Model years '2022-24' > class 'SUVs' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=2 (raw/api_2022-2024/class8_size2.json) row 'Kia Seltos 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Kia Seltos 4dr 4WD,Kia,Seltos 4dr 4WD,SUVs,Small,2022-24,84,104,82,123,131,107,web table: Model years '2022-24' > class 'SUVs' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=2 (raw/api_2022-2024/class8_size2.json) row 'Kia Seltos 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Kia Sportage 4dr,Kia,Sportage 4dr,SUVs,Small,2022-24,109,100,96,134,151,113,web table: Model years '2022-24' > class 'SUVs' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=2 (raw/api_2022-2024/class8_size2.json) row 'Kia Sportage 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Kia Sportage 4dr 4WD,Kia,Sportage 4dr 4WD,SUVs,Small,2022-24,107,99,107,121,137,113,web table: Model years '2022-24' > class 'SUVs' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=2 (raw/api_2022-2024/class8_size2.json) row 'Kia Sportage 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Kia Sportage hybrid 4dr,Kia,Sportage hybrid 4dr,SUVs,Small,2022-24,99,118,63,,,,web table: Model years '2022-24' > class 'SUVs' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=2 (raw/api_2022-2024/class8_size2.json) row 'Kia Sportage hybrid 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Kia Sportage hybrid 4dr 4WD,Kia,Sportage hybrid 4dr 4WD,SUVs,Small,2022-24,97,105,97,106,119,108,web table: Model years '2022-24' > class 'SUVs' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=2 (raw/api_2022-2024/class8_size2.json) row 'Kia Sportage hybrid 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Kia Sportage plug-in hybrid 4dr 4WD,Kia,Sportage plug-in hybrid 4dr 4WD,SUVs,Small,2022-24,86,92,82,81,,,web table: Model years '2022-24' > class 'SUVs' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=2 (raw/api_2022-2024/class8_size2.json) row 'Kia Sportage plug-in hybrid 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Mazda CX-30 4dr 4WD,Mazda,CX-30 4dr 4WD,SUVs,Small,2022-24,76,116,68,91,86,96,web table: Model years '2022-24' > class 'SUVs' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=2 (raw/api_2022-2024/class8_size2.json) row 'Mazda CX-30 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Mazda CX-5 4dr 4WD,Mazda,CX-5 4dr 4WD,SUVs,Small,2022-24,80,96,71,85,82,79,web table: Model years '2022-24' > class 'SUVs' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=2 (raw/api_2022-2024/class8_size2.json) row 'Mazda CX-5 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Mazda CX-50 4dr 4WD,Mazda,CX-50 4dr 4WD,SUVs,Small,2022-24,69,79,72,88,88,72,web table: Model years '2022-24' > class 'SUVs' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=2 (raw/api_2022-2024/class8_size2.json) row 'Mazda CX-50 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Mitsubishi Outlander 4dr,Mitsubishi,Outlander 4dr,SUVs,Small,2022-24,116,107,103,174,164,125,web table: Model years '2022-24' > class 'SUVs' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=2 (raw/api_2022-2024/class8_size2.json) row 'Mitsubishi Outlander 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Mitsubishi Outlander 4dr 4WD,Mitsubishi,Outlander 4dr 4WD,SUVs,Small,2022-24,123,110,124,174,156,122,web table: Model years '2022-24' > class 'SUVs' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=2 (raw/api_2022-2024/class8_size2.json) row 'Mitsubishi Outlander 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Mitsubishi Outlander plug-in hybrid 4dr 4WD,Mitsubishi,Outlander plug-in hybrid 4dr 4WD,SUVs,Small,2022-24,123,104,128,108,,,web table: Model years '2022-24' > class 'SUVs' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=2 (raw/api_2022-2024/class8_size2.json) row 'Mitsubishi Outlander plug-in hybrid 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Nissan Rogue 4dr,Nissan,Rogue 4dr,SUVs,Small,2022-24,82,90,74,123,125,119,web table: Model years '2022-24' > class 'SUVs' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=2 (raw/api_2022-2024/class8_size2.json) row 'Nissan Rogue 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Nissan Rogue 4dr 4WD,Nissan,Rogue 4dr 4WD,SUVs,Small,2022-24,84,99,73,117,118,108,web table: Model years '2022-24' > class 'SUVs' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=2 (raw/api_2022-2024/class8_size2.json) row 'Nissan Rogue 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Subaru Forester 4dr 4WD with EyeSight,Subaru,Forester 4dr 4WD with EyeSight,SUVs,Small,2022-24,64,63,84,76,76,55,web table: Model years '2022-24' > class 'SUVs' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=2 (raw/api_2022-2024/class8_size2.json) row 'Subaru Forester 4dr 4WD with EyeSight',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Toyota BZ4X electric 4dr,Toyota,BZ4X electric 4dr,SUVs,Small,2022-24,114,62,106,,,,web table: Model years '2022-24' > class 'SUVs' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=2 (raw/api_2022-2024/class8_size2.json) row 'Toyota BZ4X electric 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Toyota BZ4X electric 4dr 4WD,Toyota,BZ4X electric 4dr 4WD,SUVs,Small,2022-24,115,72,107,134,,,web table: Model years '2022-24' > class 'SUVs' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=2 (raw/api_2022-2024/class8_size2.json) row 'Toyota BZ4X electric 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Toyota Corolla Cross 4dr,Toyota,Corolla Cross 4dr,SUVs,Small,2022-24,81,96,76,141,126,114,web table: Model years '2022-24' > class 'SUVs' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=2 (raw/api_2022-2024/class8_size2.json) row 'Toyota Corolla Cross 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Toyota Corolla Cross 4dr 4WD,Toyota,Corolla Cross 4dr 4WD,SUVs,Small,2022-24,83,96,82,135,106,100,web table: Model years '2022-24' > class 'SUVs' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=2 (raw/api_2022-2024/class8_size2.json) row 'Toyota Corolla Cross 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Toyota Corolla Cross hybrid 4dr 4WD,Toyota,Corolla Cross hybrid 4dr 4WD,SUVs,Small,2022-24,84,73,85,115,101,82,web table: Model years '2022-24' > class 'SUVs' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=2 (raw/api_2022-2024/class8_size2.json) row 'Toyota Corolla Cross hybrid 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Toyota RAV4 4dr,Toyota,RAV4 4dr,SUVs,Small,2022-24,72,83,62,124,106,94,web table: Model years '2022-24' > class 'SUVs' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=2 (raw/api_2022-2024/class8_size2.json) row 'Toyota RAV4 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Toyota RAV4 4dr 4WD,Toyota,RAV4 4dr 4WD,SUVs,Small,2022-24,75,88,73,116,99,87,web table: Model years '2022-24' > class 'SUVs' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=2 (raw/api_2022-2024/class8_size2.json) row 'Toyota RAV4 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Toyota RAV4 hybrid 4dr 4WD,Toyota,RAV4 hybrid 4dr 4WD,SUVs,Small,2022-24,86,86,82,101,90,85,web table: Model years '2022-24' > class 'SUVs' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=2 (raw/api_2022-2024/class8_size2.json) row 'Toyota RAV4 hybrid 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Toyota RAV4 Prime plug-in hybrid 4dr 4WD,Toyota,RAV4 Prime plug-in hybrid 4dr 4WD,SUVs,Small,2022-24,89,86,82,76,68,75,web table: Model years '2022-24' > class 'SUVs' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=2 (raw/api_2022-2024/class8_size2.json) row 'Toyota RAV4 Prime plug-in hybrid 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Toyota Venza hybrid 4dr 4WD,Toyota,Venza hybrid 4dr 4WD,SUVs,Small,2022-24,103,92,101,122,103,101,web table: Model years '2022-24' > class 'SUVs' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=2 (raw/api_2022-2024/class8_size2.json) row 'Toyota Venza hybrid 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Volkswagen Taos 4dr,Volkswagen,Taos 4dr,SUVs,Small,2022-24,68,101,52,95,109,105,web table: Model years '2022-24' > class 'SUVs' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=2 (raw/api_2022-2024/class8_size2.json) row 'Volkswagen Taos 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Volkswagen Taos 4dr 4WD,Volkswagen,Taos 4dr 4WD,SUVs,Small,2022-24,65,91,61,86,87,88,web table: Model years '2022-24' > class 'SUVs' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=2 (raw/api_2022-2024/class8_size2.json) row 'Volkswagen Taos 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Buick Enclave 4dr,Buick,Enclave 4dr,SUVs,Midsize,2022-24,97,108,82,93,87,95,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Buick Enclave 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Buick Enclave 4dr 4WD,Buick,Enclave 4dr 4WD,SUVs,Midsize,2022-24,103,97,80,83,108,75,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Buick Enclave 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Chevrolet Blazer 4dr,Chevrolet,Blazer 4dr,SUVs,Midsize,2022-24,94,107,75,104,116,111,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Chevrolet Blazer 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Chevrolet Blazer 4dr 4WD,Chevrolet,Blazer 4dr 4WD,SUVs,Midsize,2022-24,93,89,84,96,105,88,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Chevrolet Blazer 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Chevrolet Blazer electric 4dr 4WD,Chevrolet,Blazer electric 4dr 4WD,SUVs,Midsize,2022-24,95,91,,,,,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Chevrolet Blazer electric 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Chevrolet Traverse 4dr,Chevrolet,Traverse 4dr,SUVs,Midsize,2022-24,66,55,32,104,,,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Chevrolet Traverse 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Chevrolet Traverse 4dr 4WD,Chevrolet,Traverse 4dr 4WD,SUVs,Midsize,2022-24,68,46,46,72,,,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Chevrolet Traverse 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Ford Bronco 2dr convertible 4WD,Ford,Bronco 2dr convertible 4WD,SUVs,Midsize,2022-24,55,106,61,48,51,80,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Ford Bronco 2dr convertible 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Ford Bronco 4dr convertible 4WD,Ford,Bronco 4dr convertible 4WD,SUVs,Midsize,2022-24,66,121,75,57,55,90,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Ford Bronco 4dr convertible 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Ford Edge 4dr 4WD,Ford,Edge 4dr 4WD,SUVs,Midsize,2022-24,85,93,73,94,99,105,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Ford Edge 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Ford Explorer 4dr,Ford,Explorer 4dr,SUVs,Midsize,2022-24,85,84,81,99,99,92,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Ford Explorer 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Ford Explorer 4dr 4WD,Ford,Explorer 4dr 4WD,SUVs,Midsize,2022-24,86,84,98,85,86,74,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Ford Explorer 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Ford Mustang Mach-E electric 4dr,Ford,Mustang Mach-E electric 4dr,SUVs,Midsize,2022-24,104,76,88,109,94,87,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Ford Mustang Mach-E electric 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Ford Mustang Mach-E electric 4dr 4WD,Ford,Mustang Mach-E electric 4dr 4WD,SUVs,Midsize,2022-24,123,81,103,85,80,82,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Ford Mustang Mach-E electric 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
GMC Acadia 4dr,GMC,Acadia 4dr,SUVs,Midsize,2022-24,86,,,,,,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'GMC Acadia 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
GMC Acadia 4dr 4WD,GMC,Acadia 4dr 4WD,SUVs,Midsize,2022-24,64,30,,,,,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'GMC Acadia 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Honda Passport 4dr 4WD,Honda,Passport 4dr 4WD,SUVs,Midsize,2022-24,72,79,75,91,80,76,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Honda Passport 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Honda Pilot 4dr,Honda,Pilot 4dr,SUVs,Midsize,2022-24,66,57,80,104,95,67,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Honda Pilot 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Honda Pilot 4dr 4WD,Honda,Pilot 4dr 4WD,SUVs,Midsize,2022-24,71,62,97,90,71,59,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Honda Pilot 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Hyundai Palisade 4dr,Hyundai,Palisade 4dr,SUVs,Midsize,2022-24,101,71,111,105,101,72,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Hyundai Palisade 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Hyundai Palisade 4dr 4WD,Hyundai,Palisade 4dr 4WD,SUVs,Midsize,2022-24,112,80,120,91,87,71,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Hyundai Palisade 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Hyundai Santa Fe 4dr,Hyundai,Santa Fe 4dr,SUVs,Midsize,2022-24,111,67,,115,,,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Hyundai Santa Fe 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Hyundai Santa Fe 4dr 4WD,Hyundai,Santa Fe 4dr 4WD,SUVs,Midsize,2022-24,110,59,115,112,,,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Hyundai Santa Fe 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Hyundai Tucson plug-in hybrid 4dr 4WD,Hyundai,Tucson plug-in hybrid 4dr 4WD,SUVs,Midsize,2022-24,86,80,81,59,,,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Hyundai Tucson plug-in hybrid 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Jeep Grand Cherokee 4dr (NEW),Jeep,Grand Cherokee 4dr (NEW),SUVs,Midsize,2022-24,76,103,92,83,83,122,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Jeep Grand Cherokee 4dr (NEW)',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Jeep Grand Cherokee 4dr 4WD (NEW),Jeep,Grand Cherokee 4dr 4WD (NEW),SUVs,Midsize,2022-24,77,104,98,80,69,88,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Jeep Grand Cherokee 4dr 4WD (NEW)',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Jeep Grand Cherokee L 4dr,Jeep,Grand Cherokee L 4dr,SUVs,Midsize,2022-24,81,111,105,90,102,115,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Jeep Grand Cherokee L 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Jeep Grand Cherokee L 4dr 4WD,Jeep,Grand Cherokee L 4dr 4WD,SUVs,Midsize,2022-24,81,102,114,86,87,96,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Jeep Grand Cherokee L 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
