series,make,model,body_class,size,model_years,collision,property_damage,comprehensive,pip,med_pay,bodily_injury,locator,url
Jeep Grand Cherokee plug-in hybrid 4dr 4WD,Jeep,Grand Cherokee plug-in hybrid 4dr 4WD,SUVs,Midsize,2022-24,92,109,95,89,66,87,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Jeep Grand Cherokee plug-in hybrid 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Jeep Wrangler 2dr convertible 4WD,Jeep,Wrangler 2dr convertible 4WD,SUVs,Midsize,2022-24,47,131,42,67,54,109,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Jeep Wrangler 2dr convertible 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Jeep Wrangler 4dr convertible 4WD,Jeep,Wrangler 4dr convertible 4WD,SUVs,Midsize,2022-24,60,148,70,70,72,118,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Jeep Wrangler 4dr convertible 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Jeep Wrangler plug-in hybrid 4dr convertible 4WD,Jeep,Wrangler plug-in hybrid 4dr convertible 4WD,SUVs,Midsize,2022-24,68,173,63,71,73,145,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Jeep Wrangler plug-in hybrid 4dr convertible 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Kia Sorento 4dr,Kia,Sorento 4dr,SUVs,Midsize,2022-24,104,93,100,141,145,108,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Kia Sorento 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Kia Sorento 4dr 4WD,Kia,Sorento 4dr 4WD,SUVs,Midsize,2022-24,95,88,90,117,111,88,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Kia Sorento 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Kia Sorento hybrid 4dr,Kia,Sorento hybrid 4dr,SUVs,Midsize,2022-24,96,108,89,103,,112,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Kia Sorento hybrid 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Kia Sorento hybrid 4dr 4WD,Kia,Sorento hybrid 4dr 4WD,SUVs,Midsize,2022-24,98,84,92,104,122,95,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Kia Sorento hybrid 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Kia Sorento plug-in hybrid 4dr 4WD,Kia,Sorento plug-in hybrid 4dr 4WD,SUVs,Midsize,2022-24,102,82,78,85,,62,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Kia Sorento plug-in hybrid 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Kia Telluride 4dr,Kia,Telluride 4dr,SUVs,Midsize,2022-24,90,78,99,100,97,77,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Kia Telluride 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Kia Telluride 4dr 4WD,Kia,Telluride 4dr 4WD,SUVs,Midsize,2022-24,94,73,112,78,79,64,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Kia Telluride 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Mazda CX-90 4dr 4WD,Mazda,CX-90 4dr 4WD,SUVs,Midsize,2022-24,112,83,117,104,82,63,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Mazda CX-90 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Mazda CX-90 plug-in hybrid 4dr 4WD,Mazda,CX-90 plug-in hybrid 4dr 4WD,SUVs,Midsize,2022-24,110,79,121,96,,,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Mazda CX-90 plug-in hybrid 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Nissan Murano 4dr,Nissan,Murano 4dr,SUVs,Midsize,2022-24,90,84,90,106,112,101,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Nissan Murano 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Nissan Murano 4dr 4WD,Nissan,Murano 4dr 4WD,SUVs,Midsize,2022-24,96,99,91,110,117,106,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Nissan Murano 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Nissan Pathfinder 4dr,Nissan,Pathfinder 4dr,SUVs,Midsize,2022-24,87,92,85,107,118,109,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Nissan Pathfinder 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Nissan Pathfinder 4dr 4WD,Nissan,Pathfinder 4dr 4WD,SUVs,Midsize,2022-24,90,98,95,114,97,99,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Nissan Pathfinder 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Subaru Ascent 4dr 4WD with EyeSight,Subaru,Ascent 4dr 4WD with EyeSight,SUVs,Midsize,2022-24,70,63,85,78,74,59,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Subaru Ascent 4dr 4WD with EyeSight',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Toyota 4Runner 4dr,Toyota,4Runner 4dr,SUVs,Midsize,2022-24,74,88,73,91,68,76,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Toyota 4Runner 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Toyota 4Runner 4dr 4WD,Toyota,4Runner 4dr 4WD,SUVs,Midsize,2022-24,67,80,81,70,62,69,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Toyota 4Runner 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Toyota Grand Highlander 4dr,Toyota,Grand Highlander 4dr,SUVs,Midsize,2022-24,96,66,107,141,,,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Toyota Grand Highlander 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Toyota Grand Highlander 4dr 4WD,Toyota,Grand Highlander 4dr 4WD,SUVs,Midsize,2022-24,88,56,112,105,77,68,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Toyota Grand Highlander 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Toyota Grand Highlander hybrid 4dr 4WD,Toyota,Grand Highlander hybrid 4dr 4WD,SUVs,Midsize,2022-24,98,67,108,85,86,71,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Toyota Grand Highlander hybrid 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Toyota Highlander 4dr,Toyota,Highlander 4dr,SUVs,Midsize,2022-24,88,87,88,127,105,94,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Toyota Highlander 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Toyota Highlander 4dr 4WD,Toyota,Highlander 4dr 4WD,SUVs,Midsize,2022-24,97,93,117,125,100,92,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Toyota Highlander 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Toyota Highlander hybrid 4dr,Toyota,Highlander hybrid 4dr,SUVs,Midsize,2022-24,99,104,96,107,106,113,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Toyota Highlander hybrid 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Toyota Highlander hybrid 4dr 4WD,Toyota,Highlander hybrid 4dr 4WD,SUVs,Midsize,2022-24,102,106,112,106,91,86,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Toyota Highlander hybrid 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Volkswagen Atlas 4dr,Volkswagen,Atlas 4dr,SUVs,Midsize,2022-24,76,79,69,84,86,83,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Volkswagen Atlas 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Volkswagen Atlas 4dr 4WD,Volkswagen,Atlas 4dr 4WD,SUVs,Midsize,2022-24,78,76,85,75,75,67,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Volkswagen Atlas 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Volkswagen Atlas Cross Sport 4dr,Volkswagen,Atlas Cross Sport 4dr,SUVs,Midsize,2022-24,76,86,81,95,,100,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Volkswagen Atlas Cross Sport 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Volkswagen Atlas Cross Sport 4dr 4WD,Volkswagen,Atlas Cross Sport 4dr 4WD,SUVs,Midsize,2022-24,92,81,96,84,88,78,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Volkswagen Atlas Cross Sport 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Volkswagen ID.4 electric 4dr,Volkswagen,ID.4 electric 4dr,SUVs,Midsize,2022-24,98,103,67,86,99,101,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Volkswagen ID.4 electric 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Volkswagen ID.4 electric 4dr 4WD,Volkswagen,ID.4 electric 4dr 4WD,SUVs,Midsize,2022-24,96,93,91,75,74,72,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Volkswagen ID.4 electric 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Volkswagen Tiguan 4dr,Volkswagen,Tiguan 4dr,SUVs,Midsize,2022-24,72,88,72,99,115,100,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Volkswagen Tiguan 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Volkswagen Tiguan 4dr 4WD,Volkswagen,Tiguan 4dr 4WD,SUVs,Midsize,2022-24,68,79,77,79,86,73,web table: Model years '2022-24' > class 'SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=3 (raw/api_2022-2024/class8_size3.json) row 'Volkswagen Tiguan 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Chevrolet Tahoe 4dr,Chevrolet,Tahoe 4dr,SUVs,Large,2022-24,79,107,79,85,68,86,web table: Model years '2022-24' > class 'SUVs' > size 'Large'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=4 (raw/api_2022-2024/class8_size4.json) row 'Chevrolet Tahoe 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Chevrolet Tahoe 4dr 4WD,Chevrolet,Tahoe 4dr 4WD,SUVs,Large,2022-24,77,101,88,58,57,83,web table: Model years '2022-24' > class 'SUVs' > size 'Large'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=4 (raw/api_2022-2024/class8_size4.json) row 'Chevrolet Tahoe 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Dodge Durango 4dr,Dodge,Durango 4dr,SUVs,Large,2022-24,107,99,108,131,,146,web table: Model years '2022-24' > class 'SUVs' > size 'Large'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=4 (raw/api_2022-2024/class8_size4.json) row 'Dodge Durango 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Dodge Durango 4dr 4WD,Dodge,Durango 4dr 4WD,SUVs,Large,2022-24,107,110,142,116,105,111,web table: Model years '2022-24' > class 'SUVs' > size 'Large'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=4 (raw/api_2022-2024/class8_size4.json) row 'Dodge Durango 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Ford Expedition 4dr,Ford,Expedition 4dr,SUVs,Large,2022-24,92,71,97,71,73,60,web table: Model years '2022-24' > class 'SUVs' > size 'Large'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=4 (raw/api_2022-2024/class8_size4.json) row 'Ford Expedition 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Ford Expedition 4dr 4WD,Ford,Expedition 4dr 4WD,SUVs,Large,2022-24,107,86,103,71,69,73,web table: Model years '2022-24' > class 'SUVs' > size 'Large'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=4 (raw/api_2022-2024/class8_size4.json) row 'Ford Expedition 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
GMC Yukon 4dr,GMC,Yukon 4dr,SUVs,Large,2022-24,66,83,75,52,47,82,web table: Model years '2022-24' > class 'SUVs' > size 'Large'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=4 (raw/api_2022-2024/class8_size4.json) row 'GMC Yukon 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
GMC Yukon 4dr 4WD,GMC,Yukon 4dr 4WD,SUVs,Large,2022-24,79,98,92,59,51,73,web table: Model years '2022-24' > class 'SUVs' > size 'Large'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=4 (raw/api_2022-2024/class8_size4.json) row 'GMC Yukon 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Chevrolet Suburban 1500 4dr,Chevrolet,Suburban 1500 4dr,SUVs,Very large,2022-24,102,127,101,117,,,web table: Model years '2022-24' > class 'SUVs' > size 'Very large'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=5 (raw/api_2022-2024/class8_size5.json) row 'Chevrolet Suburban 1500 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Chevrolet Suburban 1500 4dr 4WD,Chevrolet,Suburban 1500 4dr 4WD,SUVs,Very large,2022-24,91,117,95,69,68,106,web table: Model years '2022-24' > class 'SUVs' > size 'Very large'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=8 VehicleSizeId=5 (raw/api_2022-2024/class8_size5.json) row 'Chevrolet Suburban 1500 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Kia Soul,Kia,Soul,Station wagons,Small,2022-24,83,119,84,146,159,138,web table: Model years '2022-24' > class 'Station wagons' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=11 VehicleSizeId=2 (raw/api_2022-2024/class11_size2.json) row 'Kia Soul',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Subaru Crosstrek station wagon 4WD with EyeSight,Subaru,Crosstrek station wagon 4WD with EyeSight,Station wagons,Small,2022-24,63,66,68,79,82,70,web table: Model years '2022-24' > class 'Station wagons' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=11 VehicleSizeId=2 (raw/api_2022-2024/class11_size2.json) row 'Subaru Crosstrek station wagon 4WD with EyeSight',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Subaru Impreza 4WD with EyeSight,Subaru,Impreza 4WD with EyeSight,Station wagons,Small,2022-24,88,89,91,97,108,91,web table: Model years '2022-24' > class 'Station wagons' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=11 VehicleSizeId=2 (raw/api_2022-2024/class11_size2.json) row 'Subaru Impreza 4WD with EyeSight',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Subaru Outback 4WD with EyeSight,Subaru,Outback 4WD with EyeSight,Station wagons,Midsize,2022-24,63,68,84,71,74,58,web table: Model years '2022-24' > class 'Station wagons' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=11 VehicleSizeId=3 (raw/api_2022-2024/class11_size3.json) row 'Subaru Outback 4WD with EyeSight',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Audi Q3 4dr 4WD,Audi,Q3 4dr 4WD,Luxury SUVs,Small,2022-24,97,84,85,74,65,71,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=2 (raw/api_2022-2024/class14_size2.json) row 'Audi Q3 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW X1 4dr 4WD,BMW,X1 4dr 4WD,Luxury SUVs,Small,2022-24,101,88,89,83,86,99,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=2 (raw/api_2022-2024/class14_size2.json) row 'BMW X1 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Buick Encore GX 4dr,Buick,Encore GX 4dr,Luxury SUVs,Small,2022-24,85,109,66,125,150,125,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=2 (raw/api_2022-2024/class14_size2.json) row 'Buick Encore GX 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Buick Encore GX 4dr 4WD,Buick,Encore GX 4dr 4WD,Luxury SUVs,Small,2022-24,77,105,64,99,112,116,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=2 (raw/api_2022-2024/class14_size2.json) row 'Buick Encore GX 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Land Rover Range Rover Evoque 4dr 4WD,Land Rover,Range Rover Evoque 4dr 4WD,Luxury SUVs,Small,2022-24,128,86,113,100,,,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=2 (raw/api_2022-2024/class14_size2.json) row 'Land Rover Range Rover Evoque 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Mercedes-Benz AMG GLB 4dr 4WD,Mercedes-Benz,AMG GLB 4dr 4WD,Luxury SUVs,Small,2022-24,123,82,124,,,,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=2 (raw/api_2022-2024/class14_size2.json) row 'Mercedes-Benz AMG GLB 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
