series,make,model,body_class,size,model_years,collision,property_damage,comprehensive,pip,med_pay,bodily_injury,locator,url
Mercedes-Benz GLA class AMG 4dr 4WD,Mercedes-Benz,GLA class AMG 4dr 4WD,Luxury SUVs,Small,2022-24,139,116,124,,,,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Small'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=2 (raw/api_2022-2024/class14_size2.json) row 'Mercedes-Benz GLA class AMG 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Acura MDX 4dr,Acura,MDX 4dr,Luxury SUVs,Midsize,2022-24,82,69,82,86,92,56,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=3 (raw/api_2022-2024/class14_size3.json) row 'Acura MDX 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Acura MDX 4dr 4WD,Acura,MDX 4dr 4WD,Luxury SUVs,Midsize,2022-24,88,71,111,96,69,57,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=3 (raw/api_2022-2024/class14_size3.json) row 'Acura MDX 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Acura RDX 4dr 4WD,Acura,RDX 4dr 4WD,Luxury SUVs,Midsize,2022-24,72,69,74,92,63,62,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=3 (raw/api_2022-2024/class14_size3.json) row 'Acura RDX 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Audi Q5 4dr 4WD,Audi,Q5 4dr 4WD,Luxury SUVs,Midsize,2022-24,119,76,105,66,68,66,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=3 (raw/api_2022-2024/class14_size3.json) row 'Audi Q5 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Audi Q5 plug-in hybrid 4dr 4WD,Audi,Q5 plug-in hybrid 4dr 4WD,Luxury SUVs,Midsize,2022-24,140,87,107,50,,,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=3 (raw/api_2022-2024/class14_size3.json) row 'Audi Q5 plug-in hybrid 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Audi Q5 sportback 4dr 4WD,Audi,Q5 sportback 4dr 4WD,Luxury SUVs,Midsize,2022-24,112,87,118,68,,,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=3 (raw/api_2022-2024/class14_size3.json) row 'Audi Q5 sportback 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW X3 4dr,BMW,X3 4dr,Luxury SUVs,Midsize,2022-24,108,94,92,72,98,95,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=3 (raw/api_2022-2024/class14_size3.json) row 'BMW X3 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW X3 4dr 4WD,BMW,X3 4dr 4WD,Luxury SUVs,Midsize,2022-24,104,87,108,71,72,72,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=3 (raw/api_2022-2024/class14_size3.json) row 'BMW X3 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW X5 4dr,BMW,X5 4dr,Luxury SUVs,Midsize,2022-24,120,86,142,61,90,81,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=3 (raw/api_2022-2024/class14_size3.json) row 'BMW X5 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW X5 4dr 4WD,BMW,X5 4dr 4WD,Luxury SUVs,Midsize,2022-24,122,86,162,69,63,62,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=3 (raw/api_2022-2024/class14_size3.json) row 'BMW X5 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
BMW X5 plug-in hybrid 4dr 4WD,BMW,X5 plug-in hybrid 4dr 4WD,Luxury SUVs,Midsize,2022-24,120,83,138,47,54,64,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=3 (raw/api_2022-2024/class14_size3.json) row 'BMW X5 plug-in hybrid 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Buick Envision 4dr,Buick,Envision 4dr,Luxury SUVs,Midsize,2022-24,84,97,68,93,102,92,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=3 (raw/api_2022-2024/class14_size3.json) row 'Buick Envision 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Buick Envision 4dr 4WD,Buick,Envision 4dr 4WD,Luxury SUVs,Midsize,2022-24,82,84,67,77,108,91,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=3 (raw/api_2022-2024/class14_size3.json) row 'Buick Envision 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Cadillac XT5 4dr,Cadillac,XT5 4dr,Luxury SUVs,Midsize,2022-24,86,93,69,97,97,86,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=3 (raw/api_2022-2024/class14_size3.json) row 'Cadillac XT5 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Cadillac XT5 4dr 4WD,Cadillac,XT5 4dr 4WD,Luxury SUVs,Midsize,2022-24,86,79,67,85,82,80,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=3 (raw/api_2022-2024/class14_size3.json) row 'Cadillac XT5 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Land Rover Defender 110 4dr 4WD,Land Rover,Defender 110 4dr 4WD,Luxury SUVs,Midsize,2022-24,126,109,176,48,49,70,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=3 (raw/api_2022-2024/class14_size3.json) row 'Land Rover Defender 110 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Land Rover Defender 130 4dr 4WD,Land Rover,Defender 130 4dr 4WD,Luxury SUVs,Midsize,2022-24,111,92,198,52,,,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=3 (raw/api_2022-2024/class14_size3.json) row 'Land Rover Defender 130 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Land Rover Defender 90 2dr 4WD,Land Rover,Defender 90 2dr 4WD,Luxury SUVs,Midsize,2022-24,110,91,187,,,,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=3 (raw/api_2022-2024/class14_size3.json) row 'Land Rover Defender 90 2dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Land Rover Range Rover Velar 4dr 4WD,Land Rover,Range Rover Velar 4dr 4WD,Luxury SUVs,Midsize,2022-24,175,115,155,90,,,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=3 (raw/api_2022-2024/class14_size3.json) row 'Land Rover Range Rover Velar 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Lexus NX 250 4dr,Lexus,NX 250 4dr,Luxury SUVs,Midsize,2022-24,102,79,75,94,,,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=3 (raw/api_2022-2024/class14_size3.json) row 'Lexus NX 250 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Lexus NX 250 4dr 4WD,Lexus,NX 250 4dr 4WD,Luxury SUVs,Midsize,2022-24,104,110,,,,,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=3 (raw/api_2022-2024/class14_size3.json) row 'Lexus NX 250 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Lexus NX 350 4dr 4WD,Lexus,NX 350 4dr 4WD,Luxury SUVs,Midsize,2022-24,104,73,85,95,94,74,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=3 (raw/api_2022-2024/class14_size3.json) row 'Lexus NX 350 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Lexus NX 350 hybrid 4dr 4WD,Lexus,NX 350 hybrid 4dr 4WD,Luxury SUVs,Midsize,2022-24,101,75,92,70,85,81,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=3 (raw/api_2022-2024/class14_size3.json) row 'Lexus NX 350 hybrid 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Lexus NX 450 plug-in hybrid 4dr 4WD,Lexus,NX 450 plug-in hybrid 4dr 4WD,Luxury SUVs,Midsize,2022-24,100,77,90,65,,,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=3 (raw/api_2022-2024/class14_size3.json) row 'Lexus NX 450 plug-in hybrid 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Lexus RX 350 4dr,Lexus,RX 350 4dr,Luxury SUVs,Midsize,2022-24,111,65,97,88,105,75,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=3 (raw/api_2022-2024/class14_size3.json) row 'Lexus RX 350 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Lexus RX 350 4dr 4WD,Lexus,RX 350 4dr 4WD,Luxury SUVs,Midsize,2022-24,112,60,118,94,77,63,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=3 (raw/api_2022-2024/class14_size3.json) row 'Lexus RX 350 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Lexus RX 350h hybrid 4dr 4WD,Lexus,RX 350h hybrid 4dr 4WD,Luxury SUVs,Midsize,2022-24,105,60,118,76,85,60,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=3 (raw/api_2022-2024/class14_size3.json) row 'Lexus RX 350h hybrid 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Lexus RX 450h plug-in hybrid 4dr 4WD,Lexus,RX 450h plug-in hybrid 4dr 4WD,Luxury SUVs,Midsize,2022-24,96,,96,,,,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=3 (raw/api_2022-2024/class14_size3.json) row 'Lexus RX 450h plug-in hybrid 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Lexus RX 500h hybrid 4dr 4WD,Lexus,RX 500h hybrid 4dr 4WD,Luxury SUVs,Midsize,2022-24,134,63,119,77,,,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=3 (raw/api_2022-2024/class14_size3.json) row 'Lexus RX 500h hybrid 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Lexus TX 350 4dr,Lexus,TX 350 4dr,Luxury SUVs,Midsize,2022-24,101,48,134,,,,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=3 (raw/api_2022-2024/class14_size3.json) row 'Lexus TX 350 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Lexus TX 350 4dr 4WD,Lexus,TX 350 4dr 4WD,Luxury SUVs,Midsize,2022-24,96,53,149,75,,,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=3 (raw/api_2022-2024/class14_size3.json) row 'Lexus TX 350 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Lexus TX 500H hybrid 4dr 4WD,Lexus,TX 500H hybrid 4dr 4WD,Luxury SUVs,Midsize,2022-24,122,,186,,,,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=3 (raw/api_2022-2024/class14_size3.json) row 'Lexus TX 500H hybrid 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Mercedes-Benz AMG GLE class coupe 4dr 4WD,Mercedes-Benz,AMG GLE class coupe 4dr 4WD,Luxury SUVs,Midsize,2022-24,242,116,223,98,147,142,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=3 (raw/api_2022-2024/class14_size3.json) row 'Mercedes-Benz AMG GLE class coupe 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Mercedes-Benz GLC class 4dr,Mercedes-Benz,GLC class 4dr,Luxury SUVs,Midsize,2022-24,92,81,88,78,,,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=3 (raw/api_2022-2024/class14_size3.json) row 'Mercedes-Benz GLC class 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Mercedes-Benz GLC class 4dr 4WD,Mercedes-Benz,GLC class 4dr 4WD,Luxury SUVs,Midsize,2022-24,104,80,82,81,80,63,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=3 (raw/api_2022-2024/class14_size3.json) row 'Mercedes-Benz GLC class 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Mercedes-Benz GLC class coupe 4dr 4WD,Mercedes-Benz,GLC class coupe 4dr 4WD,Luxury SUVs,Midsize,2022-24,131,97,120,,,,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=3 (raw/api_2022-2024/class14_size3.json) row 'Mercedes-Benz GLC class coupe 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Mercedes-Benz GLE class 4dr 4WD,Mercedes-Benz,GLE class 4dr 4WD,Luxury SUVs,Midsize,2022-24,123,80,115,76,69,79,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=3 (raw/api_2022-2024/class14_size3.json) row 'Mercedes-Benz GLE class 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Mercedes-Benz GLE class AMG 4dr 4WD,Mercedes-Benz,GLE class AMG 4dr 4WD,Luxury SUVs,Midsize,2022-24,150,80,179,64,,,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=3 (raw/api_2022-2024/class14_size3.json) row 'Mercedes-Benz GLE class AMG 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Mercedes-Benz GLE class plug-in hybrid 4dr 4WD,Mercedes-Benz,GLE class plug-in hybrid 4dr 4WD,Luxury SUVs,Midsize,2022-24,144,82,116,,,,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=3 (raw/api_2022-2024/class14_size3.json) row 'Mercedes-Benz GLE class plug-in hybrid 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Porsche Macan 4dr 4WD,Porsche,Macan 4dr 4WD,Luxury SUVs,Midsize,2022-24,151,90,117,60,61,70,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=3 (raw/api_2022-2024/class14_size3.json) row 'Porsche Macan 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Tesla Model Y electric 4dr,Tesla,Model Y electric 4dr,Luxury SUVs,Midsize,2022-24,118,82,77,102,121,83,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=3 (raw/api_2022-2024/class14_size3.json) row 'Tesla Model Y electric 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Tesla Model Y electric 4dr 4WD,Tesla,Model Y electric 4dr 4WD,Luxury SUVs,Midsize,2022-24,134,86,102,95,97,75,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Midsize'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=3 (raw/api_2022-2024/class14_size3.json) row 'Tesla Model Y electric 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Cadillac Escalade 4dr,Cadillac,Escalade 4dr,Luxury SUVs,Large,2022-24,109,102,206,63,,,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Large'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=4 (raw/api_2022-2024/class14_size4.json) row 'Cadillac Escalade 4dr',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Cadillac Escalade 4dr 4WD,Cadillac,Escalade 4dr 4WD,Luxury SUVs,Large,2022-24,110,89,152,63,62,76,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Large'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=4 (raw/api_2022-2024/class14_size4.json) row 'Cadillac Escalade 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Land Rover Range Rover 4dr 4WD (NEW),Land Rover,Range Rover 4dr 4WD (NEW),Luxury SUVs,Large,2022-24,157,84,339,44,50,74,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Large'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=4 (raw/api_2022-2024/class14_size4.json) row 'Land Rover Range Rover 4dr 4WD (NEW)',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Land Rover Range Rover 4dr LWB 4WD (NEW),Land Rover,Range Rover 4dr LWB 4WD (NEW),Luxury SUVs,Large,2022-24,186,90,438,47,,,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Large'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=4 (raw/api_2022-2024/class14_size4.json) row 'Land Rover Range Rover 4dr LWB 4WD (NEW)',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Land Rover Range Rover Sport 4dr 4WD,Land Rover,Range Rover Sport 4dr 4WD,Luxury SUVs,Large,2022-24,135,79,220,53,,,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Large'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=4 (raw/api_2022-2024/class14_size4.json) row 'Land Rover Range Rover Sport 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Mercedes-Benz G class AMG 4dr 4WD,Mercedes-Benz,G class AMG 4dr 4WD,Luxury SUVs,Large,2022-24,184,86,439,42,,,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Large'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=4 (raw/api_2022-2024/class14_size4.json) row 'Mercedes-Benz G class AMG 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Mercedes-Benz GLS class AMG 4dr 4WD,Mercedes-Benz,GLS class AMG 4dr 4WD,Luxury SUVs,Large,2022-24,165,,141,,,,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Large'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=4 (raw/api_2022-2024/class14_size4.json) row 'Mercedes-Benz GLS class AMG 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Porsche Cayenne 4dr 4WD,Porsche,Cayenne 4dr 4WD,Luxury SUVs,Large,2022-24,150,84,179,53,62,58,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Large'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=4 (raw/api_2022-2024/class14_size4.json) row 'Porsche Cayenne 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Porsche Cayenne Coupe 4dr 4WD,Porsche,Cayenne Coupe 4dr 4WD,Luxury SUVs,Large,2022-24,201,72,187,59,,,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Large'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=4 (raw/api_2022-2024/class14_size4.json) row 'Porsche Cayenne Coupe 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Porsche Cayenne Coupe plug-in hybrid 4dr 4WD,Porsche,Cayenne Coupe plug-in hybrid 4dr 4WD,Luxury SUVs,Large,2022-24,205,,200,,,,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Large'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=4 (raw/api_2022-2024/class14_size4.json) row 'Porsche Cayenne Coupe plug-in hybrid 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Porsche Cayenne plug-in hybrid 4dr 4WD,Porsche,Cayenne plug-in hybrid 4dr 4WD,Luxury SUVs,Large,2022-24,175,100,183,,,,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Large'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=4 (raw/api_2022-2024/class14_size4.json) row 'Porsche Cayenne plug-in hybrid 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
Tesla Model X electric 4dr 4WD,Tesla,Model X electric 4dr 4WD,Luxury SUVs,Large,2022-24,218,102,157,81,95,86,web table: Model years '2022-24' > class 'Luxury SUVs' > size 'Large'; API POST /api/hldilosses/getviewmodel ModelYears=2022-2024 VehicleClassId=14 VehicleSizeId=4 (raw/api_2022-2024/class14_size4.json) row 'Tesla Model X electric 4dr 4WD',https://www.iihs.org/research-areas/auto-insurance/insurance-losses-by-make-and-model
